PurchaseID,ProductID,PurchaseDate,QuantityPurchased,CostOfPurchase,VendorInvoiceNumber
PUR0480,P1558,2024-11-02,189,89493.39,INV71316
PUR0481,P2016,2025-01-11,88,3163.6,INV30210
PUR0482,P2016,2024-09-26,106,14925.86,INV94799
PUR0483,P2016,2025-02-11,196,44642.92,INV40225
PUR0484,P2016,2025-02-03,112,12782.56,INV83463
PUR0485,P2016,2024-12-06,105,25825.8,INV83470
PUR0486,P1103,2024-12-08,75,22845.0,INV51267
PUR0487,P1103,2024-12-20,110,17145.7,INV90791
PUR0488,P1103,2025-06-03,96,2780.16,INV96596
PUR0489,P1103,2025-02-14,185,54020.0,INV27720
PUR0490,P1363,2025-05-10,137,3597.62,INV44089
PUR0491,P1363,2024-12-18,79,10188.63,INV37757
PUR0492,P1701,2025-03-19,103,43129.19,INV78860
PUR0493,P1701,2024-11-22,143,68312.53,INV32979
PUR0494,P1701,2025-04-28,167,74184.74,INV80690
PUR0495,P1701,2025-06-17,157,30089.05,INV67358
PUR0496,P1056,2024-07-14,173,30359.77,INV12232
PUR0497,P1056,2025-03-13,177,23509.14,INV58036
PUR0498,P1056,2025-01-20,148,15070.84,INV65423
PUR0499,P1039,2025-05-14,106,4791.2,INV47125
PUR0500,P1039,2025-02-14,183,45581.64,INV48324
PUR0501,P1039,2024-11-13,88,1808.4,INV58880
PUR0502,P1426,2024-11-01,110,53511.7,INV42580
PUR0503,P1426,2024-08-25,199,73317.57,INV20586
PUR0504,P1426,2024-10-03,108,53541.0,INV31322
PUR0505,P1582,2025-06-29,141,54286.41,INV53503
PUR0506,P1582,2025-03-07,190,66728.0,INV72355
PUR0507,P1582,2025-04-25,115,33202.8,INV83962
PUR0508,P1559,2025-01-06,179,69432.31,INV27956
PUR0509,P1559,2024-07-25,33,3066.69,INV33857
PUR0510,P1559,2025-05-27,48,15350.4,INV38526
PUR0511,P1559,2025-02-14,155,66860.8,INV45067
PUR0512,P1302,2025-06-09,125,20370.0,INV36713
PUR0513,P1302,2025-06-06,200,1774.0,INV27466
PUR0514,P1970,2024-09-25,194,33627.96,INV10310
PUR0515,P2432,2025-03-12,19,4755.7,INV98295
PUR0516,P2432,2025-07-02,143,54345.72,INV79805
PUR0517,P2432,2024-11-21,51,4764.42,INV63401
PUR0518,P2432,2024-09-15,161,70817.46,INV17939
PUR0519,P2432,2024-10-16,56,24144.96,INV30998
PUR0520,P1030,2025-05-29,168,73147.2,INV28870
PUR0521,P1030,2024-10-31,159,46175.19,INV73971
PUR0522,P1030,2024-12-31,89,23061.68,INV73196
PUR0523,P1064,2025-06-04,133,33889.73,INV40812
PUR0524,P1064,2024-09-02,177,40217.94,INV38212
PUR0525,P1064,2024-10-22,196,1681.68,INV86443
PUR0526,P1064,2024-07-15,64,14321.28,INV20301
PUR0527,P1380,2025-01-10,79,5943.17,INV71649
PUR0528,P1380,2024-10-14,88,28516.4,INV74961
PUR0529,P1380,2025-05-24,23,9648.27,INV70288
PUR0530,P1169,2024-07-09,143,66719.51,INV65478
PUR0531,P1169,2024-11-02,46,10551.02,INV91635
PUR0532,P1169,2025-01-20,39,1091.61,INV74729
PUR0533,P1169,2025-01-17,97,41053.31,INV21731
PUR0534,P1169,2025-05-19,15,2507.7,INV24599
PUR0535,P1732,2025-04-08,16,2312.48,INV81684
PUR0536,P1732,2025-06-12,192,75542.4,INV76601
PUR0537,P1732,2025-02-22,63,12655.44,INV99597
PUR0538,P1732,2024-10-27,57,22900.32,INV49347
PUR0539,P1265,2025-06-06,110,11577.5,INV93294
PUR0540,P1265,2024-07-31,18,7785.9,INV27835
PUR0541,P1265,2025-03-01,149,62779.66,INV21725
PUR0542,P1949,2024-09-02,125,1138.75,INV71599
PUR0543,P1949,2024-07-29,53,20237.52,INV38714
PUR0544,P1449,2025-03-28,66,26134.68,INV38401
PUR0545,P1449,2024-07-26,86,13544.14,INV64440
PUR0546,P1449,2025-05-05,19,5487.77,INV65305
PUR0547,P1966,2024-11-08,55,3872.0,INV82533
PUR0548,P1966,2025-03-30,167,30126.8,INV91842
PUR0549,P1966,2024-09-10,25,3264.0,INV69242
PUR0550,P1966,2024-10-04,32,5542.4,INV91709
PUR0551,P1966,2025-03-27,158,65363.02,INV38008
PUR0552,P1895,2024-08-28,136,38577.76,INV54107
PUR0553,P1895,2024-07-28,189,91496.79,INV24148
PUR0554,P1895,2025-06-08,142,59169.98,INV45959
PUR0555,P1727,2024-08-18,62,23756.54,INV76353
PUR0556,P1727,2025-01-20,197,16752.88,INV56889
PUR0557,P1727,2024-12-03,122,2522.96,INV87183
PUR0558,P1727,2025-04-29,16,2225.28,INV91681
PUR0559,P1403,2024-11-27,25,5454.5,INV90552
PUR0560,P1403,2025-03-16,145,3678.65,INV39883
PUR0561,P1402,2025-06-19,188,82225.56,INV87341
PUR0562,P1402,2024-12-27,148,64097.32,INV14992
PUR0563,P1282,2025-01-21,186,3718.14,INV36500
PUR0564,P1282,2025-03-10,44,17659.84,INV21590
PUR0565,P2317,2025-02-04,27,2218.05,INV91752
PUR0566,P2317,2025-06-24,88,8763.04,INV79277
PUR0567,P2317,2024-08-02,59,12178.19,INV70422
PUR0568,P1494,2024-12-05,72,29282.4,INV74384
PUR0569,P1494,2024-09-05,136,15705.28,INV81742
PUR0570,P1494,2025-07-05,128,21530.88,INV10766
PUR0571,P1494,2024-10-16,123,13260.63,INV71745
PUR0572,P1494,2025-06-30,83,13519.04,INV37878
PUR0573,P1476,2025-04-27,82,22352.38,INV31282
PUR0574,P1476,2024-12-04,106,48089.02,INV98443
PUR0575,P1476,2025-04-01,90,40311.9,INV64287
PUR0576,P1476,2024-09-11,24,4109.28,INV78525
PUR0577,P1476,2024-12-03,172,42055.72,INV19424
PUR0578,P2054,2024-11-16,156,56373.72,INV20736
PUR0579,P2054,2024-07-17,99,16249.86,INV53456
PUR0580,P2054,2024-09-02,123,39886.44,INV44501
PUR0581,P2054,2025-05-25,19,2389.63,INV82912
PUR0582,P1516,2025-01-30,148,37824.36,INV54064
PUR0583,P1516,2024-08-03,125,39587.5,INV50434
PUR0584,P1516,2024-08-18,48,5973.12,INV52733
PUR0585,P1387,2024-12-22,28,12586.84,INV43171
PUR0586,P1387,2024-12-17,121,29884.58,INV69321
PUR0587,P2118,2024-07-27,117,58158.36,INV84220
PUR0588,P2118,2025-05-03,17,8446.62,INV38676
PUR0589,P2118,2024-08-29,182,61044.62,INV86622
PUR0590,P1273,2024-07-08,91,16121.56,INV85190
PUR0591,P1273,2025-04-11,52,10137.92,INV30490
PUR0592,P2029,2024-07-28,65,18368.35,INV60895
PUR0593,P2029,2025-06-11,106,4134.0,INV25884
PUR0594,P1051,2024-09-17,175,25768.75,INV88355
PUR0595,P1548,2024-09-27,89,36706.27,INV11041
PUR0596,P1548,2025-03-28,183,18874.62,INV81546
PUR0597,P1548,2025-03-02,77,38341.38,INV89368
PUR0598,P1548,2025-01-29,125,7927.5,INV72923
PUR0599,P1548,2024-12-27,194,28500.54,INV16099
PUR0600,P1668,2025-05-11,61,6639.85,INV34633
PUR0601,P1668,2024-08-20,69,32182.98,INV61872
PUR0602,P1851,2025-05-05,175,2807.0,INV96248
PUR0603,P1851,2024-08-01,43,10311.4,INV35561
PUR0604,P1851,2025-02-17,59,19773.85,INV55557
PUR0605,P1851,2025-07-08,52,1416.48,INV39678
PUR0606,P1851,2025-02-21,108,35586.0,INV73787
PUR0607,P1191,2024-09-11,57,17357.07,INV76588
PUR0608,P1191,2025-01-25,141,8056.74,INV87070
PUR0609,P1191,2025-06-07,142,16514.6,INV31764
PUR0610,P1191,2024-09-23,28,2608.76,INV51395
PUR0611,P1191,2025-06-11,171,26328.87,INV33113
PUR0612,P1694,2024-09-04,161,20912.29,INV84853
PUR0613,P1694,2024-10-17,71,9177.46,INV46060
PUR0614,P1694,2024-09-12,62,16799.52,INV60707
PUR0615,P2254,2024-12-07,164,49919.96,INV10276
PUR0616,P2254,2025-06-16,101,31238.29,INV32123
PUR0617,P2254,2024-11-08,69,23797.41,INV84943
PUR0618,P2254,2024-09-09,139,42935.71,INV57230
PUR0619,P2254,2024-07-26,72,32224.32,INV93694
PUR0620,P1868,2025-05-24,147,51674.91,INV90834
PUR0621,P1868,2024-10-06,81,14172.57,INV16968
PUR0622,P1868,2025-05-18,160,32928.0,INV26506
PUR0623,P1531,2025-05-17,70,33131.7,INV43834
PUR0624,P1531,2024-08-16,81,21023.55,INV26529
PUR0625,P2408,2024-07-27,69,28779.9,INV42362
PUR0626,P2408,2024-09-04,187,30643.69,INV90049
PUR0627,P2408,2025-01-26,92,17296.92,INV91478
PUR0628,P2408,2025-05-22,33,4806.78,INV83682
PUR0629,P2408,2025-05-22,28,1463.28,INV48780
PUR0630,P1049,2025-04-23,160,46355.2,INV14734
PUR0631,P1049,2025-05-09,54,14406.12,INV31948
PUR0632,P1049,2025-06-02,171,5023.98,INV98195
PUR0633,P1040,2025-04-18,90,30879.0,INV21932
PUR0634,P1040,2024-09-05,105,36705.9,INV93892
PUR0635,P2000,2024-11-29,158,61315.06,INV42306
PUR0636,P2000,2025-01-15,130,61950.2,INV98259
PUR0637,P2000,2024-11-03,154,1125.74,INV19380
PUR0638,P2000,2024-08-24,137,14706.95,INV51782
PUR0639,P1475,2024-07-14,106,4056.62,INV24685
PUR0640,P1475,2024-09-24,36,15296.76,INV95844
PUR0641,P1475,2024-08-02,177,35824.8,INV80855
PUR0642,P1475,2025-06-04,148,31432.24,INV59883
PUR0643,P1475,2025-01-24,173,63048.12,INV90320
PUR0644,P1720,2025-06-24,78,995.28,INV79253
PUR0645,P1720,2024-11-07,175,52316.25,INV94722
PUR0646,P1720,2025-03-03,157,56424.23,INV99495
PUR0647,P1720,2025-07-07,130,36541.7,INV23377
PUR0648,P2497,2024-09-20,153,9896.04,INV59985
PUR0649,P2497,2025-03-17,103,17103.15,INV76510
PUR0650,P2497,2025-01-16,86,9433.34,INV48394
PUR0651,P1080,2024-08-08,118,6354.3,INV38534
PUR0652,P1033,2024-10-02,135,46851.75,INV95413
PUR0653,P1033,2025-03-06,43,18465.49,INV21858
PUR0654,P1033,2024-10-05,124,3143.4,INV20021
PUR0655,P1991,2024-11-19,133,37204.09,INV42267
PUR0656,P1991,2024-11-26,132,36348.84,INV59464
PUR0657,P1991,2025-04-23,25,1979.0,INV73181
PUR0658,P1652,2025-04-18,64,23164.16,INV67215
PUR0659,P1737,2025-05-01,111,46533.42,INV38092
PUR0660,P1737,2024-07-15,196,35372.12,INV94503
PUR0661,P1737,2025-01-03,173,60261.09,INV75756
PUR0662,P1058,2025-02-06,103,3755.38,INV10372
PUR0663,P1629,2024-08-07,173,26020.93,INV36942
PUR0664,P1629,2025-02-13,191,52188.84,INV36175
PUR0665,P1629,2025-02-21,64,29259.52,INV96642
PUR0666,P2275,2024-10-14,170,33925.2,INV72867
PUR0667,P2275,2025-02-06,69,7610.7,INV73510
PUR0668,P2275,2024-08-15,158,7930.02,INV81567
PUR0669,P2275,2025-04-08,10,829.9,INV17535
PUR0670,P2275,2024-08-26,191,70618.43,INV54944
PUR0671,P1242,2024-10-11,197,44015.71,INV25700
PUR0672,P1242,2024-09-03,106,26765.0,INV67786
PUR0673,P1242,2025-02-28,122,24731.84,INV34549
PUR0674,P1242,2024-12-15,189,9865.8,INV57023
PUR0675,P1242,2025-04-26,146,3052.86,INV68973
PUR0676,P1928,2025-04-20,143,46931.17,INV71170
PUR0677,P1928,2024-08-19,69,6023.7,INV94993
PUR0678,P1928,2025-05-13,106,34889.9,INV17825
PUR0679,P1928,2025-02-18,102,27710.34,INV84155
PUR0680,P1928,2024-11-04,122,21628.16,INV96067
PUR0681,P1189,2024-10-28,100,9525.0,INV41180
PUR0682,P1683,2025-01-16,125,19997.5,INV75390
PUR0683,P1683,2025-07-01,127,37688.52,INV29084
PUR0684,P1214,2025-06-09,11,159.61,INV27324
PUR0685,P1214,2025-06-29,167,1541.41,INV20707
PUR0686,P1214,2025-04-09,87,9392.52,INV66811
PUR0687,P1214,2024-12-07,51,5603.37,INV20783
PUR0688,P1072,2024-12-06,178,25699.64,INV77911
PUR0689,P2201,2025-03-13,142,63067.88,INV29594
PUR0690,P2037,2025-03-15,133,40918.78,INV52586
PUR0691,P2159,2025-01-19,164,50510.36,INV57246
PUR0692,P2159,2024-10-12,178,15678.24,INV23354
PUR0693,P2159,2024-08-28,172,61419.48,INV12444
PUR0694,P1791,2024-12-06,87,35864.01,INV91449
PUR0695,P1791,2024-09-04,40,8550.8,INV19947
PUR0696,P1791,2025-01-22,109,50140.0,INV70812
PUR0697,P1791,2025-03-30,61,28949.38,INV32585
PUR0698,P1791,2025-06-19,73,9168.8,INV69046
PUR0699,P2474,2024-07-23,51,10733.97,INV83879
PUR0700,P2474,2025-04-16,171,16209.09,INV49969
PUR0701,P1968,2025-04-27,101,2672.46,INV77136
PUR0702,P1968,2025-04-08,74,5298.4,INV13035
PUR0703,P1968,2024-10-11,39,8789.43,INV16425
PUR0704,P1968,2024-08-29,24,1204.08,INV16215
PUR0705,P1968,2025-01-28,193,6656.57,INV67161
PUR0706,P1983,2025-06-29,89,42745.81,INV12753
PUR0707,P1983,2024-08-23,149,23500.28,INV45644
PUR0708,P1983,2024-12-10,36,2565.0,INV93876
PUR0709,P1983,2024-12-10,195,14457.3,INV29908
PUR0710,P1983,2024-10-21,18,1050.12,INV31451
PUR0711,P1739,2025-05-15,121,57375.78,INV50767
PUR0712,P1739,2024-12-12,137,27047.91,INV92722
PUR0713,P1739,2024-10-18,127,46653.45,INV19972
PUR0714,P1739,2025-01-13,52,10146.24,INV81005
PUR0715,P1739,2024-12-31,142,42689.46,INV10439
PUR0716,P1704,2024-11-07,171,59653.35,INV72974
PUR0717,P1704,2024-10-14,121,55318.78,INV98532
PUR0718,P1704,2025-01-31,51,8006.49,INV65414
PUR0719,P1617,2025-06-23,144,4785.12,INV11154
PUR0720,P1617,2024-08-29,81,20618.55,INV81396
PUR0721,P1617,2024-07-11,163,43697.04,INV82108
PUR0722,P1617,2024-10-20,112,27781.6,INV85095
PUR0723,P1617,2024-07-22,179,2269.72,INV90396
PUR0724,P2303,2024-07-12,92,17965.76,INV91042
PUR0725,P1167,2024-12-06,179,85637.18,INV54403
PUR0726,P1167,2024-11-21,187,92854.85,INV13888
PUR0727,P1762,2025-03-30,50,24156.5,INV11562
PUR0728,P1762,2024-08-26,126,7355.88,INV92380
PUR0729,P1762,2024-08-07,140,2023.0,INV22893
PUR0730,P1762,2025-05-12,194,79774.74,INV69484
PUR0731,P1932,2025-06-13,97,31331.97,INV46069
PUR0732,P1932,2025-02-18,56,11452.0,INV78476
PUR0733,P1932,2024-11-09,138,36408.54,INV64589
PUR0734,P2130,2024-09-25,19,4067.9,INV95920
PUR0735,P1096,2025-05-06,190,92362.8,INV56713
PUR0736,P1096,2024-10-20,45,2367.0,INV50828
PUR0737,P1096,2025-03-30,135,20749.5,INV48747
PUR0738,P1096,2025-07-02,58,16293.94,INV58163
PUR0739,P1096,2025-02-14,140,50184.4,INV23156
PUR0740,P2153,2024-10-26,114,2171.7,INV70315
PUR0741,P2153,2024-10-18,132,42522.48,INV54456
PUR0742,P2153,2024-08-09,85,25272.2,INV16589
PUR0743,P2153,2025-02-12,198,17384.4,INV51927
PUR0744,P2153,2024-09-17,33,14409.78,INV12797
PUR0745,P1460,2024-11-21,112,32556.16,INV63164
PUR0746,P1460,2024-11-28,89,16054.71,INV99988
PUR0747,P1460,2025-04-05,149,22618.2,INV88048
PUR0748,P1460,2024-11-05,91,43037.54,INV38927
PUR0749,P1315,2024-11-20,115,30249.6,INV84689
PUR0750,P1315,2024-11-19,81,38099.16,INV49692
PUR0751,P1315,2025-02-07,131,52130.14,INV71515
PUR0752,P1315,2024-12-21,184,21309.04,INV32459
PUR0753,P2242,2025-04-23,134,5333.2,INV70793
PUR0754,P2242,2025-01-16,51,6451.5,INV57212
PUR0755,P1836,2025-05-03,70,30266.6,INV39765
PUR0756,P1836,2024-10-22,170,13176.7,INV14651
PUR0757,P1836,2025-06-16,176,14796.32,INV12835
PUR0758,P1836,2024-08-19,143,66357.72,INV99199
PUR0759,P1836,2025-03-25,181,17417.63,INV97493
PUR0760,P1653,2024-09-03,39,2187.51,INV86535
PUR0761,P1653,2024-07-23,176,26414.08,INV61316
PUR0762,P1653,2024-08-24,191,47339.35,INV87012
PUR0763,P1653,2025-03-25,145,1985.05,INV51879
PUR0764,P1658,2024-11-27,36,5887.44,INV34695
PUR0765,P1658,2024-12-05,141,22951.98,INV68902
PUR0766,P1658,2024-07-20,134,28747.02,INV25639
PUR0767,P1253,2025-02-25,92,7811.72,INV52410
PUR0768,P1253,2025-05-22,78,22868.04,INV80708
PUR0769,P1977,2024-12-14,10,2217.7,INV38581
PUR0770,P1774,2024-12-28,175,55121.5,INV32388
PUR0771,P1774,2025-03-29,150,61911.0,INV30402
PUR0772,P2446,2025-06-20,105,8998.5,INV39914
PUR0773,P1682,2025-06-15,54,22387.86,INV52298
PUR0774,P1682,2024-10-17,199,78670.67,INV45921
PUR0775,P1682,2025-05-20,34,10336.0,INV31040
PUR0776,P1682,2024-08-22,64,25178.24,INV97385
PUR0777,P1448,2025-03-07,40,3717.2,INV68722
PUR0778,P1392,2025-05-15,167,83054.11,INV54152
PUR0779,P2024,2024-10-09,23,2384.87,INV88202
PUR0780,P2024,2024-11-13,75,32142.0,INV54054
PUR0781,P1975,2025-01-01,45,4155.75,INV15329
PUR0782,P1975,2025-05-18,199,30047.01,INV76195
PUR0783,P1975,2025-04-24,164,37241.12,INV93437
PUR0784,P1975,2025-01-09,109,29107.36,INV58646
PUR0785,P2017,2025-01-12,189,56711.34,INV87605
PUR0786,P2017,2024-09-13,166,67887.36,INV84054
PUR0787,P2017,2025-04-10,167,2518.36,INV63692
PUR0788,P1281,2024-09-16,195,42679.65,INV42034
PUR0789,P1281,2024-12-23,73,20489.64,INV35457
PUR0790,P1564,2025-03-01,76,2097.6,INV62666
PUR0791,P2393,2024-12-01,39,8533.2,INV91533
PUR0792,P2393,2024-10-04,99,46089.45,INV18137
PUR0793,P2393,2025-04-30,146,46322.88,INV84003
PUR0794,P2393,2024-11-12,112,49888.16,INV64814
PUR0795,P2393,2024-07-08,133,33114.34,INV13453
PUR0796,P1821,2024-08-18,76,11372.64,INV81634
PUR0797,P1821,2024-11-19,196,20719.16,INV94613
PUR0798,P1821,2025-01-03,98,12501.86,INV89185
PUR0799,P1821,2025-07-08,135,2601.45,INV56469
PUR0800,P1821,2025-01-06,191,84895.68,INV74350
PUR0801,P1637,2024-12-11,36,2524.32,INV84067
PUR0802,P1637,2025-06-03,28,11812.92,INV86652
PUR0803,P1637,2024-11-10,55,23153.35,INV46956
PUR0804,P1637,2025-05-17,162,7442.28,INV14013
PUR0805,P1637,2025-07-07,38,5568.52,INV65823
PUR0806,P1104,2025-03-14,35,699.65,INV86885
PUR0807,P1104,2024-07-24,31,4385.57,INV71388
PUR0808,P1104,2024-09-12,86,20133.46,INV31016
PUR0809,P1104,2025-03-27,14,2618.7,INV71740
PUR0810,P1464,2024-08-18,26,3429.4,INV31999
PUR0811,P1464,2024-07-25,133,1052.03,INV65829
PUR0812,P1296,2024-08-18,110,9013.4,INV91582
PUR0813,P1296,2025-02-28,194,56626.66,INV23121
PUR0814,P1296,2024-09-11,76,9992.48,INV78517
PUR0815,P2158,2025-01-10,88,36756.72,INV39263
PUR0816,P2158,2024-09-24,69,12647.01,INV59652
PUR0817,P2158,2024-08-05,84,29876.28,INV41434
PUR0818,P2158,2025-02-27,184,53720.64,INV18541
PUR0819,P2341,2025-05-14,34,15284.02,INV74606
PUR0820,P2341,2024-09-25,16,2193.92,INV77921
PUR0821,P2341,2024-12-19,118,26662.1,INV76649
PUR0822,P2341,2024-12-01,35,11955.3,INV48380
PUR0823,P2341,2024-09-17,35,2067.8,INV79536
PUR0824,P2473,2025-03-05,97,19669.66,INV14755
PUR0825,P2473,2025-03-06,77,10299.52,INV15967
PUR0826,P2473,2025-06-08,18,4649.4,INV75243
PUR0827,P2473,2025-01-01,103,15385.11,INV27785
PUR0828,P2226,2025-03-18,15,2970.9,INV89777
PUR0829,P2226,2025-07-03,11,322.08,INV25400
PUR0830,P2226,2024-07-22,60,9007.2,INV13939
PUR0831,P1342,2025-04-24,52,552.24,INV61115
PUR0832,P1342,2024-07-17,82,1817.94,INV65880
PUR0833,P2293,2025-07-02,91,6245.33,INV50384
PUR0834,P2293,2024-12-09,103,47655.01,INV78724
PUR0835,P2293,2025-01-14,103,5327.16,INV88602
PUR0836,P2293,2024-08-05,177,77895.93,INV26951
PUR0837,P1082,2025-03-20,127,48441.61,INV53262
PUR0838,P1082,2024-07-13,74,4873.64,INV20546
PUR0839,P1082,2024-09-04,191,40898.83,INV40115
PUR0840,P1879,2025-01-20,47,6158.88,INV55021
PUR0841,P1879,2024-09-13,79,25601.53,INV19803
PUR0842,P1830,2025-02-05,187,67708.96,INV24976
PUR0843,P1830,2024-11-26,135,66155.4,INV54086
PUR0844,P1719,2025-05-15,35,4610.9,INV26150
PUR0845,P1719,2025-04-01,186,21464.4,INV76383
PUR0846,P1719,2025-04-17,95,12069.75,INV59318
PUR0847,P1199,2025-06-27,160,18272.0,INV65907
PUR0848,P1199,2025-06-26,115,17770.95,INV60482
PUR0849,P1199,2024-08-27,113,11267.23,INV85942
PUR0850,P2409,2025-04-21,178,3298.34,INV30536
PUR0851,P2409,2024-12-12,151,18307.24,INV81563
PUR0852,P2409,2025-03-08,61,10839.09,INV24735
PUR0853,P2412,2025-03-13,42,1730.82,INV12749
PUR0854,P2412,2024-08-02,188,89275.56,INV98443
PUR0855,P2412,2025-05-15,70,25534.6,INV27245
PUR0856,P2412,2025-03-19,118,52248.04,INV21341
PUR0857,P2412,2025-01-04,30,14664.3,INV65216
PUR0858,P1992,2025-02-06,136,27512.8,INV29374
PUR0859,P1992,2024-08-12,186,41544.96,INV40098
PUR0860,P1992,2024-11-17,162,44731.44,INV62990
PUR0861,P1992,2024-08-04,74,33167.54,INV97257
PUR0862,P1992,2025-04-09,150,15814.5,INV36470
PUR0863,P1871,2024-07-11,145,53779.05,INV12403
PUR0864,P1871,2025-03-19,153,17917.83,INV86078
PUR0865,P1871,2025-03-17,200,6478.0,INV99455
PUR0866,P1871,2025-03-21,181,65612.5,INV12700
PUR0867,P1871,2025-06-11,162,29075.76,INV49327
PUR0868,P2062,2025-01-28,69,14503.11,INV57976
PUR0869,P2062,2025-01-11,185,78354.9,INV63729
PUR0870,P2062,2024-09-22,14,3293.5,INV88433
PUR0871,P2062,2024-11-25,68,26842.32,INV70273
PUR0872,P2472,2025-02-07,183,81261.15,INV49772
PUR0873,P1600,2025-01-12,33,12103.08,INV61667
PUR0874,P1600,2025-01-08,92,32699.56,INV37455
PUR0875,P1600,2025-06-11,105,31118.85,INV66900
PUR0876,P1600,2025-01-04,138,63179.16,INV71889
PUR0877,P2328,2024-08-07,128,3897.6,INV58188
PUR0878,P2328,2025-03-29,83,36227.01,INV60327
PUR0879,P2328,2025-06-02,167,44103.03,INV31328
PUR0880,P2328,2024-08-03,177,79473.0,INV16333
PUR0881,P2328,2024-11-25,48,8383.2,INV95131
PUR0882,P1331,2024-10-02,120,5469.6,INV19490
PUR0883,P1331,2025-04-05,102,14233.08,INV24311
PUR0884,P1331,2025-04-28,145,69473.85,INV36466
PUR0885,P1809,2024-09-24,88,11596.64,INV76934
PUR0886,P1809,2025-06-27,161,26956.23,INV82846
PUR0887,P1809,2024-09-19,162,26930.88,INV25132
PUR0888,P2384,2025-01-01,39,7836.66,INV44548
PUR0889,P2384,2025-07-08,182,12425.14,INV82887
PUR0890,P2384,2025-01-29,195,87685.65,INV24536
PUR0891,P1996,2024-10-30,142,3328.48,INV33388
PUR0892,P1996,2024-11-04,33,16128.42,INV25188
PUR0893,P1996,2025-03-19,53,4064.04,INV54484
PUR0894,P2128,2024-12-08,102,21902.46,INV82209
PUR0895,P2128,2025-04-25,180,3254.4,INV36473
PUR0896,P2128,2025-06-09,133,16804.55,INV42117
PUR0897,P2128,2025-04-15,86,12422.7,INV74600
PUR0898,P1415,2024-09-02,24,7453.68,INV19186
PUR0899,P2471,2025-05-08,173,45845.0,INV23586
PUR0900,P2471,2024-09-24,151,5183.83,INV49411
PUR0901,P2471,2024-07-19,11,3843.73,INV75293
PUR0902,P2114,2025-01-01,14,6147.82,INV53130
PUR0903,P2114,2025-04-30,69,2587.5,INV93182
PUR0904,P2114,2024-07-19,171,27761.85,INV94345
PUR0905,P1852,2025-07-05,32,2746.24,INV46783
PUR0906,P1009,2025-06-02,63,28583.73,INV16756
PUR0907,P1976,2025-06-12,68,23815.64,INV12171
PUR0908,P1976,2024-11-28,67,28310.18,INV57333
PUR0909,P1525,2025-06-17,50,1787.0,INV83948
PUR0910,P1525,2024-09-21,156,28398.24,INV84945
PUR0911,P1525,2025-05-18,24,5145.6,INV37921
PUR0912,P1862,2024-09-29,64,24239.36,INV28766
PUR0913,P1862,2024-10-23,71,3187.9,INV27612
PUR0914,P1862,2025-02-01,113,4801.37,INV31997
PUR0915,P1684,2024-10-08,196,76075.44,INV86984
PUR0916,P1684,2024-10-12,169,64336.61,INV33845
PUR0917,P1684,2025-03-17,136,60642.4,INV71414
PUR0918,P1193,2025-05-23,30,9785.7,INV62665
PUR0919,P1193,2025-06-26,180,66117.6,INV21417
PUR0920,P1193,2024-11-05,135,31930.2,INV84874
PUR0921,P2131,2024-11-16,163,70287.23,INV92569
PUR0922,P1889,2024-12-23,71,10712.48,INV18248
PUR0923,P1889,2024-12-28,96,42458.88,INV70895
PUR0924,P1889,2025-01-04,94,18455.96,INV66339
PUR0925,P1006,2025-06-20,68,21579.8,INV45794
PUR0926,P1006,2025-05-30,174,6366.66,INV29258
PUR0927,P1006,2024-12-14,200,78026.0,INV37215
PUR0928,P1006,2025-02-19,114,8765.46,INV44735
PUR0929,P1488,2024-07-15,27,2694.6,INV23859
PUR0930,P1488,2025-02-20,124,2553.16,INV28701
PUR0931,P1488,2024-10-13,92,42476.4,INV52627
PUR0932,P1488,2024-07-08,10,1350.8,INV58993
PUR0933,P2077,2024-08-08,185,5925.55,INV12147
PUR0934,P2077,2024-11-26,33,2539.02,INV48441
PUR0935,P2077,2025-06-19,151,33084.1,INV27915
PUR0936,P2077,2025-02-18,27,11732.31,INV75197
PUR0937,P2149,2025-02-20,102,21144.6,INV41051
PUR0938,P2149,2025-03-08,137,46399.16,INV99494
PUR0939,P2149,2025-03-19,50,1421.0,INV62624
PUR0940,P1074,2024-07-31,33,11663.19,INV76972
PUR0941,P1074,2024-12-02,65,21310.9,INV28381
PUR0942,P1074,2025-07-01,149,70986.58,INV84718
PUR0943,P1074,2024-12-10,73,28640.09,INV62335
PUR0944,P1074,2025-05-09,184,85576.56,INV15507
PUR0945,P2009,2024-09-04,179,81298.22,INV63689
PUR0946,P2009,2024-12-04,191,34922.44,INV35609
PUR0947,P1796,2024-08-29,152,70265.04,INV45150
PUR0948,P2310,2025-03-05,53,9652.89,INV32180
PUR0949,P2310,2024-10-27,119,38421.53,INV85436
PUR0950,P1203,2025-02-01,66,14928.54,INV33052
PUR0951,P1203,2024-10-11,119,6755.63,INV97673
PUR0952,P1742,2025-04-09,21,6906.69,INV34838
PUR0953,P1742,2024-07-19,62,24073.98,INV95873
PUR0954,P1062,2024-12-07,163,45028.75,INV19227
PUR0955,P1062,2024-09-01,117,45180.72,INV55303
PUR0956,P1140,2024-11-11,192,93432.96,INV53281
PUR0957,P1140,2024-07-19,68,20770.6,INV56280
