ProductID,ProductName,Category,Cost,Price,SupplierID,SupplierName,ReorderPoint,LeadTimeDays,ExpiryDate,UnitOfMeasure,quantity
P2366,Laundry Detergent (1kg),Home & Kitchen,177.04,442.55,S002,Bharat Distributors,46,7,2026-07-12,pcs,262
P2356,Basic Headphones,Electronics,15974.47,22680.05,S001,Indian Wholesale Co.,1,18,2027-03-25,units,44
P2340,Jeans (Size 32),Apparel,1084.33,1562.48,S001,Indian Wholesale Co.,7,16,2025-12-27,pcs,94
P2183,Coriander (Bunch),Fruits & Vegetables,85.2,145.22,S005,Apex Foods Pvt. Ltd.,9,1,2025-08-17,pcs,33
P1588,Mutton Curry Cut (500g),Meat & Seafood,293.12,663.77,S001,Indian Wholesale Co.,27,1,2025-08-24,g,96
P2282,Yogurt (Fruit 150g),Dairy & Bakery,190.03,295.65,S005,Apex Foods Pvt. Ltd.,31,1,2025-09-19,pcs,147
P1954,Coffee (100g),Grocery & Staples,118.1,174.44,S006,Health Essentials Ltd.,25,5,2026-08-08,kg,513
P2012,Namkeen (Aloo Bhujia 150g),Snacks & Beverages,23.94,36.85,S001,Indian Wholesale Co.,52,4,2027-04-08,pcs,638
P1337,Fish Fillet (250g),Meat & Seafood,238.88,538.4,S008,TechGadgets India,13,1,2025-05-19,kg,44
P1703,Agarbatti (Pack of 100),Home & Kitchen,775.73,1057.46,S002,Bharat Distributors,38,9,2026-02-27,bottles,273
P1284,Dinner Set (4 Pcs),Utensils & Cookware,575.71,1273.73,S003,Priya Grocers,1,11,2024-12-16,sets,10
P1238,Water Bottle (Steel),Utensils & Cookware,620.97,1171.92,S006,Health Essentials Ltd.,1,13,2025-06-13,sets,3
P2347,Curd (500g),Dairy & Bakery,85.43,207.3,S006,Health Essentials Ltd.,23,2,2025-07-27,packs,119
P1576,Protein Powder (Whey 500g),Health & Wellness,547.44,838.98,S008,TechGadgets India,23,9,2027-04-18,g,217
P1657,Lemons (250g),Fruits & Vegetables,36.6,60.64,S004,Quick Supply India,9,1,2025-08-25,pcs,46
P2055,Jeans (Size 32),Apparel,498.23,1203.17,S008,TechGadgets India,6,13,2025-08-27,sets,96
P1504,Milk (toned 1L),Dairy & Bakery,127.43,208.8,S002,Bharat Distributors,21,2,2025-08-26,g,92
P1751,Tea Powder (250g),Grocery & Staples,63.39,156.86,S008,TechGadgets India,49,6,2026-08-17,kg,867
P1126,Wheat Flour (10kg),Grocery & Staples,271.11,348.06,S002,Bharat Distributors,1,2,2024-12-11,kg,22
P1760,Coriander (Bunch),Fruits & Vegetables,61.74,90.95,S001,Indian Wholesale Co.,40,1,2025-09-21,g,181
P1997,Socks (Pack of 3),Apparel,1877.2,3355.96,S006,Health Essentials Ltd.,3,15,2026-05-20,pcs,40
P1290,Frying Pan (Non-stick),Utensils & Cookware,731.63,1413.94,S001,Indian Wholesale Co.,1,13,2025-06-06,sets,31
P1763,Shampoo (Anti-dandruff 200ml),Personal Care,166.36,257.3,S008,TechGadgets India,41,9,2027-04-22,bottles,428
P1153,Cheese Slice (10 Pcs Pack),Dairy & Bakery,191.7,361.42,S006,Health Essentials Ltd.,1,1,2025-05-13,dozens,10
P1645,Toor Dal (1kg),Grocery & Staples,295.11,705.34,S008,TechGadgets India,33,5,2026-06-26,pcs,583
P1612,Jeans (Size 32),Apparel,776.21,971.99,S008,TechGadgets India,4,19,2026-01-13,pcs,58
P2436,Chicken Breast (500g),Meat & Seafood,352.91,838.0,S007,HomeCare Solutions,15,1,2025-09-13,kg,46
P1787,Pressure Cooker (3L),Utensils & Cookware,262.68,429.09,S004,Quick Supply India,1,8,2026-03-10,sets,5
P2191,Pressure Cooker (3L),Utensils & Cookware,570.8,1013.1,S006,Health Essentials Ltd.,3,8,2026-12-11,pcs,56
P1445,Kitchen Towels (Roll),Home & Kitchen,776.92,1488.65,S003,Priya Grocers,31,7,2025-09-01,rolls,240
P1793,Cotton T-shirt (M),Apparel,1624.65,2046.2,S005,Apex Foods Pvt. Ltd.,2,21,2025-08-01,sets,31
P2208,Potatoes (1kg),Fruits & Vegetables,20.08,46.81,S007,HomeCare Solutions,22,1,2025-08-16,bunches,113
P2330,Immunity Booster (Syrup 200ml),Health & Wellness,288.46,449.04,S003,Priya Grocers,22,11,2026-02-25,g,181
P2368,Apples (1kg),Fruits & Vegetables,71.89,149.99,S003,Priya Grocers,29,1,2025-07-26,pcs,101
P1267,Fish Fillet (250g),Meat & Seafood,278.93,519.79,S005,Apex Foods Pvt. Ltd.,2,1,2025-06-13,kg,9
P1569,Immunity Booster (Syrup 200ml),Health & Wellness,510.02,1015.83,S005,Apex Foods Pvt. Ltd.,7,11,2027-03-18,g,57
P1939,Jeans (Size 32),Apparel,1148.1,1463.54,S004,Quick Supply India,7,16,2027-03-25,pcs,113
P1784,LED Bulb (9W),Electronics,47155.69,76310.24,S005,Apex Foods Pvt. Ltd.,1,7,2025-11-04,units,42
P1535,Sanitary Pads (Pack of 10),Personal Care,229.86,438.31,S007,HomeCare Solutions,41,9,2027-06-20,g,398
P1988,USB Cable (2m),Electronics,9687.55,23098.04,S003,Priya Grocers,1,18,2026-02-04,units,8
P1539,Extension Cord (5m),Electronics,29017.73,57842.92,S001,Indian Wholesale Co.,1,8,2027-01-20,pcs,26
P1428,Basmati Rice (5kg),Grocery & Staples,138.72,290.43,S008,TechGadgets India,56,5,2027-03-26,packets,958
P2332,Toor Dal (1kg),Grocery & Staples,170.38,282.59,S006,Health Essentials Ltd.,47,6,2025-12-07,pcs,809
P2380,Kitchen Towels (Roll),Home & Kitchen,328.93,468.92,S006,Health Essentials Ltd.,23,12,2027-03-02,rolls,174
P1149,Bananas (1 Dozen),Fruits & Vegetables,36.52,52.98,S005,Apex Foods Pvt. Ltd.,7,1,2025-05-03,kg,33
P1818,Tomatoes (500g),Fruits & Vegetables,83.18,102.32,S004,Quick Supply India,23,1,2025-07-22,pcs,99
P2228,Sneakers (Size 9),Footwear,608.64,1106.34,S004,Quick Supply India,2,12,2027-05-16,pairs,47
P2043,Tea Powder (250g),Grocery & Staples,201.67,276.46,S003,Priya Grocers,21,5,2027-03-04,packets,464
P1355,Fish Fillet (250g),Meat & Seafood,290.21,642.33,S008,TechGadgets India,5,1,2025-08-31,g,18
P2378,Basic Headphones,Electronics,23683.88,47919.32,S006,Health Essentials Ltd.,1,14,2025-12-05,units,20
P2196,Hand Wash (Neem 250ml),Personal Care,394.02,807.53,S007,HomeCare Solutions,36,4,2027-05-19,ml,378
P1276,USB Cable (2m),Electronics,33268.91,62078.49,S003,Priya Grocers,1,17,2025-03-10,pcs,21
P2348,LED Bulb (9W),Electronics,18847.22,36099.27,S002,Bharat Distributors,1,18,2027-03-23,units,42
P1254,Butter (100g),Dairy & Bakery,38.56,84.62,S003,Priya Grocers,5,1,2025-05-08,liters,33
P1540,Casual Shirt (L),Apparel,1804.11,4363.07,S006,Health Essentials Ltd.,6,23,2026-05-20,sets,89
P1447,Yogurt (Fruit 150g),Dairy & Bakery,118.97,246.2,S001,Indian Wholesale Co.,57,1,2025-08-16,pcs,241
P1303,Mineral Water (1L),Snacks & Beverages,138.19,170.35,S008,TechGadgets India,1,4,2024-10-29,liters,16
P2312,Extension Cord (5m),Electronics,28281.76,64964.91,S003,Priya Grocers,1,9,2027-02-26,units,36
P1398,USB Cable (2m),Electronics,22609.69,35768.16,S008,TechGadgets India,1,9,2027-05-05,pcs,35
P1583,Bread (Whole Wheat 400g),Dairy & Bakery,93.3,122.34,S007,HomeCare Solutions,32,1,2025-08-04,g,138
P2456,Formal Shoes (Size 10),Footwear,1211.26,1910.84,S001,Indian Wholesale Co.,5,10,2026-10-30,pcs,85
P2479,Bananas (1 Dozen),Fruits & Vegetables,52.03,129.6,S006,Health Essentials Ltd.,29,1,2025-07-27,pcs,107
P1952,Bananas (1 Dozen),Fruits & Vegetables,23.38,55.15,S005,Apex Foods Pvt. Ltd.,26,1,2025-09-06,bunches,108
P2103,Yogurt (Fruit 150g),Dairy & Bakery,118.47,227.33,S002,Bharat Distributors,31,1,2025-07-05,packs,140
P1207,USB Cable (2m),Electronics,20558.85,43664.19,S001,Indian Wholesale Co.,1,18,2025-02-01,pcs,42
P2099,Socks (Pack of 3),Apparel,412.89,923.25,S005,Apex Foods Pvt. Ltd.,3,24,2025-09-03,pcs,41
P1061,Extension Cord (5m),Electronics,25056.72,48219.16,S007,HomeCare Solutions,1,19,2024-09-11,units,20
P1248,Coriander (Bunch),Fruits & Vegetables,99.32,203.19,S003,Priya Grocers,10,1,2025-06-16,dozens,42
P2280,Coriander (Bunch),Fruits & Vegetables,79.94,112.99,S004,Quick Supply India,13,1,2025-08-04,bunches,62
P1081,Kitchen Towels (Roll),Home & Kitchen,357.77,614.16,S006,Health Essentials Ltd.,1,5,2024-12-13,kg,10
P2045,Matchbox (Pack of 10),Home & Kitchen,456.17,575.78,S006,Health Essentials Ltd.,38,12,2025-12-19,bottles,245
P2150,Socks (Pack of 3),Apparel,1241.27,2339.51,S007,HomeCare Solutions,5,11,2026-01-23,sets,88
P2349,Energy Bar (Nut 50g),Snacks & Beverages,97.82,225.36,S002,Bharat Distributors,20,4,2026-12-31,bottles,291
P1656,Coriander (Bunch),Fruits & Vegetables,58.77,89.76,S005,Apex Foods Pvt. Ltd.,27,1,2025-08-07,kg,96
P1011,Basmati Rice (5kg),Grocery & Staples,142.6,273.28,S001,Indian Wholesale Co.,1,3,2024-08-10,packets,41
P2085,Multivitamin Tablets (Bottle 60pcs),Health & Wellness,244.41,444.14,S001,Indian Wholesale Co.,20,5,2026-05-27,ml,200
P1670,Jeans (Size 32),Apparel,318.0,453.64,S005,Apex Foods Pvt. Ltd.,1,18,2026-11-30,sets,21
P1755,Mutton Curry Cut (500g),Meat & Seafood,908.45,2182.38,S002,Bharat Distributors,9,1,2025-09-22,pcs,31
P1148,Fish Fillet (250g),Meat & Seafood,929.55,1798.83,S003,Priya Grocers,2,1,2025-05-19,pcs,10
P2092,USB Cable (2m),Electronics,27352.0,48438.5,S005,Apex Foods Pvt. Ltd.,1,10,2026-01-05,pcs,34
P2100,Agarbatti (Pack of 100),Home & Kitchen,602.75,1495.86,S004,Quick Supply India,32,7,2026-06-05,rolls,255
P1230,Casual Shirt (L),Apparel,915.62,1363.06,S004,Quick Supply India,2,19,2024-09-24,sets,30
P1397,Butter (100g),Dairy & Bakery,87.5,151.03,S001,Indian Wholesale Co.,21,2,2025-07-14,liters,91
P1527,Garbage Bags (Medium Pack),Home & Kitchen,434.91,751.79,S004,Quick Supply India,23,14,2027-04-04,rolls,142
P2089,Hand Wash (Neem 250ml),Personal Care,88.1,153.64,S003,Priya Grocers,32,5,2025-12-01,packs,329
P1202,Potato Chips (Masala 75g),Snacks & Beverages,38.41,50.0,S003,Priya Grocers,1,3,2025-02-28,bottles,0
P2420,Casual Shirt (L),Apparel,672.08,1411.34,S006,Health Essentials Ltd.,10,16,2027-06-06,pcs,125
P1184,Curd (500g),Dairy & Bakery,74.5,170.51,S004,Quick Supply India,4,2,2025-05-22,liters,21
P1530,Floor Cleaner (1L),Home & Kitchen,676.63,1514.06,S002,Bharat Distributors,6,6,2025-10-03,packs,49
P2445,Spinach (Bunch),Fruits & Vegetables,54.93,75.27,S004,Quick Supply India,21,1,2025-07-20,g,101
P2044,Chicken Breast (500g),Meat & Seafood,537.36,1027.7,S008,TechGadgets India,7,1,2025-08-08,g,23
P1663,Sneakers (Size 9),Footwear,984.74,2107.53,S006,Health Essentials Ltd.,2,22,2026-02-21,pairs,28
P2422,Basic Headphones,Electronics,38477.04,51214.34,S004,Quick Supply India,1,14,2026-07-17,pcs,49
P1439,Spinach (Bunch),Fruits & Vegetables,86.86,122.02,S004,Quick Supply India,35,1,2025-08-10,dozens,144
P2469,Jeans (Size 32),Apparel,334.09,488.49,S008,TechGadgets India,3,19,2026-06-13,sets,45
P1778,Namkeen (Aloo Bhujia 150g),Snacks & Beverages,117.95,289.93,S008,TechGadgets India,93,2,2026-09-17,bottles,1113
P2428,Multivitamin Tablets (Bottle 60pcs),Health & Wellness,283.81,420.4,S006,Health Essentials Ltd.,22,6,2026-11-05,bottles,161
P1689,Pressure Cooker (3L),Utensils & Cookware,830.88,1806.07,S006,Health Essentials Ltd.,1,8,2026-05-31,pcs,7
P1590,Formal Shoes (Size 10),Footwear,833.88,1781.34,S003,Priya Grocers,1,15,2026-12-08,pcs,22
P2048,Multivitamin Tablets (Bottle 60pcs),Health & Wellness,581.86,1003.01,S007,HomeCare Solutions,21,8,2026-01-24,bottles,191
P2015,Garbage Bags (Medium Pack),Home & Kitchen,371.75,875.44,S006,Health Essentials Ltd.,5,10,2025-11-03,kg,46
P2175,Protein Powder (Whey 500g),Health & Wellness,545.34,851.99,S006,Health Essentials Ltd.,16,6,2027-03-07,g,143
P1705,Frying Pan (Non-stick),Utensils & Cookware,532.94,960.79,S006,Health Essentials Ltd.,1,6,2025-08-09,pcs,5
P2325,Ghee (500ml),Grocery & Staples,228.37,319.5,S003,Priya Grocers,43,6,2026-06-11,kg,922
P2036,Tea Powder (250g),Grocery & Staples,270.09,355.0,S003,Priya Grocers,42,6,2026-01-21,packets,916
P2493,Jeans (Size 32),Apparel,306.07,474.4,S007,HomeCare Solutions,1,23,2026-12-11,pcs,30
P1220,Paneer (200g),Dairy & Bakery,73.81,110.42,S002,Bharat Distributors,4,1,2025-06-01,liters,20
P1226,Namkeen (Aloo Bhujia 150g),Snacks & Beverages,111.09,244.82,S002,Bharat Distributors,1,4,2025-02-25,pcs,17
P1815,Casual Shirt (L),Apparel,507.35,848.26,S002,Bharat Distributors,2,14,2027-05-03,sets,38
P2383,Basic Headphones,Electronics,3501.9,6920.21,S008,TechGadgets India,1,14,2025-12-19,units,5
P1489,Cotton T-shirt (M),Apparel,1369.06,3316.76,S003,Priya Grocers,8,19,2025-12-04,sets,126
P1647,Sunscreen (SPF30 100ml),Personal Care,158.88,285.0,S004,Quick Supply India,45,3,2026-06-27,bottles,429
P2013,Face Cream (Aloe Vera 50g),Personal Care,139.14,198.48,S008,TechGadgets India,42,9,2027-03-19,packs,462
P1981,Potato Chips (Masala 75g),Snacks & Beverages,130.74,299.68,S004,Quick Supply India,18,2,2025-09-22,pcs,205
P1069,Sandals (Size 8),Footwear,249.2,548.85,S001,Indian Wholesale Co.,1,13,2024-07-11,pairs,13
P2202,Coffee (100g),Grocery & Staples,224.3,296.71,S003,Priya Grocers,11,5,2026-02-26,kg,257
P1605,Energy Bar (Nut 50g),Snacks & Beverages,114.36,252.95,S002,Bharat Distributors,81,4,2026-12-29,liters,892
P1919,Pressure Cooker (3L),Utensils & Cookware,228.07,327.39,S008,TechGadgets India,1,7,2026-12-15,pcs,10
P2267,Fish Fillet (250g),Meat & Seafood,254.58,556.65,S003,Priya Grocers,5,1,2025-07-06,kg,17
P1217,Cotton T-shirt (M),Apparel,1748.62,3565.55,S004,Quick Supply India,3,10,2025-04-16,sets,44
P1013,Socks (Pack of 3),Apparel,1956.95,3243.15,S002,Bharat Distributors,1,22,2024-09-13,pcs,9
P2344,Milk (toned 1L),Dairy & Bakery,164.74,245.94,S003,Priya Grocers,47,2,2025-08-31,packs,283
P2173,Laundry Detergent (1kg),Home & Kitchen,160.58,285.16,S007,HomeCare Solutions,13,14,2026-07-13,rolls,96
P2367,Cotton T-shirt (M),Apparel,608.17,1229.13,S003,Priya Grocers,9,10,2027-06-09,pcs,118
P2088,Coffee (100g),Grocery & Staples,113.69,168.06,S003,Priya Grocers,42,2,2026-12-09,kg,894
P1032,USB Cable (2m),Electronics,16204.97,24915.82,S005,Apex Foods Pvt. Ltd.,1,9,2025-05-19,pcs,26
P2112,Fish Fillet (250g),Meat & Seafood,351.77,432.06,S004,Quick Supply India,4,1,2025-09-16,pcs,17
P1618,Hand Wash (Neem 250ml),Personal Care,109.59,270.27,S001,Indian Wholesale Co.,10,7,2026-10-22,pcs,117
P1218,Chicken Breast (500g),Meat & Seafood,554.94,1040.43,S003,Priya Grocers,12,1,2025-06-28,pcs,43
P1374,Shampoo (Anti-dandruff 200ml),Personal Care,280.38,546.24,S006,Health Essentials Ltd.,43,4,2026-10-09,bottles,475
P2138,Energy Bar (Nut 50g),Snacks & Beverages,56.23,73.61,S006,Health Essentials Ltd.,79,4,2025-12-24,packets,884
P1630,USB Cable (2m),Electronics,31637.85,69474.18,S003,Priya Grocers,1,16,2026-12-12,pcs,36
P2387,Mango Juice (1L),Snacks & Beverages,42.22,56.77,S006,Health Essentials Ltd.,75,3,2026-04-15,pcs,784
P1100,Salt (1kg),Grocery & Staples,213.16,531.72,S001,Indian Wholesale Co.,1,3,2024-10-31,packets,11
P1672,Spices Combo (100g),Grocery & Staples,247.52,507.05,S003,Priya Grocers,20,2,2026-07-08,packets,350
P1288,Fish Fillet (250g),Meat & Seafood,219.73,312.36,S003,Priya Grocers,1,1,2025-06-02,g,3
P1505,Lemons (250g),Fruits & Vegetables,47.2,68.61,S004,Quick Supply India,38,1,2025-07-12,kg,169
P1745,Fish Fillet (250g),Meat & Seafood,649.27,1124.61,S007,HomeCare Solutions,15,1,2025-09-05,g,52
P2458,Protein Powder (Whey 500g),Health & Wellness,398.96,990.48,S004,Quick Supply India,28,7,2026-01-27,packs,239
P2308,Butter (100g),Dairy & Bakery,72.12,107.47,S003,Priya Grocers,45,1,2025-07-31,packs,244
P2083,Namkeen (Aloo Bhujia 150g),Snacks & Beverages,60.54,110.06,S005,Apex Foods Pvt. Ltd.,70,3,2026-04-17,ml,1030
P1450,Cotton T-shirt (M),Apparel,1628.9,2457.98,S005,Apex Foods Pvt. Ltd.,8,11,2026-04-08,pcs,102
P1209,Spinach (Bunch),Fruits & Vegetables,66.24,139.7,S001,Indian Wholesale Co.,1,1,2025-05-26,pcs,7
P1897,Coffee (100g),Grocery & Staples,179.81,262.19,S003,Priya Grocers,24,6,2027-01-30,pcs,463
P2188,Ghee (500ml),Grocery & Staples,80.55,135.55,S001,Indian Wholesale Co.,8,3,2026-06-11,packets,181
P1994,USB Cable (2m),Electronics,19114.5,34721.46,S004,Quick Supply India,1,18,2026-04-13,pcs,27
P2370,Immunity Booster (Syrup 200ml),Health & Wellness,633.4,1344.27,S002,Bharat Distributors,9,6,2027-02-03,ml,78
P1317,Agarbatti (Pack of 100),Home & Kitchen,201.34,445.48,S004,Quick Supply India,1,5,2025-05-29,kg,7
P2011,Eggs (6 Pcs),Dairy & Bakery,110.75,258.41,S006,Health Essentials Ltd.,35,1,2025-08-14,packs,180
P2453,Mutton Curry Cut (500g),Meat & Seafood,719.72,1656.56,S004,Quick Supply India,17,1,2025-09-24,pcs,63
P1097,Yogurt (Fruit 150g),Dairy & Bakery,40.93,72.51,S001,Indian Wholesale Co.,8,1,2025-05-28,dozens,41
P1910,LED Bulb (9W),Electronics,15778.08,24814.26,S008,TechGadgets India,1,10,2026-07-05,units,39
P1067,LED Bulb (9W),Electronics,7237.08,11112.98,S002,Bharat Distributors,1,14,2024-09-28,units,40
P1957,Tea Powder (250g),Grocery & Staples,117.06,283.11,S002,Bharat Distributors,17,4,2026-05-30,packets,350
P1752,Mutton Curry Cut (500g),Meat & Seafood,932.39,1439.51,S005,Apex Foods Pvt. Ltd.,21,1,2025-09-03,kg,84
P1551,Curd (500g),Dairy & Bakery,89.09,144.51,S006,Health Essentials Ltd.,24,1,2025-07-18,g,138
P1110,USB Cable (2m),Electronics,26520.27,34218.18,S008,TechGadgets India,1,14,2024-12-01,pcs,6
P2296,Fish Fillet (250g),Meat & Seafood,845.25,2049.67,S007,HomeCare Solutions,13,1,2025-07-20,g,37
P1641,Formal Shoes (Size 10),Footwear,767.05,1177.91,S002,Bharat Distributors,6,10,2026-03-25,pcs,99
P1010,Protein Powder (Whey 500g),Health & Wellness,296.94,447.47,S001,Indian Wholesale Co.,1,6,2024-08-24,packs,18
P1648,Mineral Water (1L),Snacks & Beverages,68.54,91.85,S003,Priya Grocers,58,4,2027-01-17,pcs,768
P1255,Paneer (200g),Dairy & Bakery,71.83,116.21,S004,Quick Supply India,8,1,2025-05-30,pcs,45
P2418,Water Bottle (Steel),Utensils & Cookware,246.66,458.1,S008,TechGadgets India,3,12,2026-11-28,pcs,68
P1234,Immunity Booster (Syrup 200ml),Health & Wellness,181.99,332.8,S004,Quick Supply India,6,6,2024-09-30,pcs,49
P1886,Spinach (Bunch),Fruits & Vegetables,25.46,31.16,S005,Apex Foods Pvt. Ltd.,35,1,2025-07-28,dozens,162
P1955,Biscuits (Atta 100g),Snacks & Beverages,117.49,159.48,S005,Apex Foods Pvt. Ltd.,80,2,2026-07-22,ml,984
P1144,Sneakers (Size 9),Footwear,260.39,408.05,S006,Health Essentials Ltd.,2,22,2025-03-10,pairs,48
P1843,Potatoes (1kg),Fruits & Vegetables,27.08,50.08,S001,Indian Wholesale Co.,17,1,2025-09-20,dozens,70
P1379,Onions (1kg),Fruits & Vegetables,96.58,158.12,S005,Apex Foods Pvt. Ltd.,38,1,2025-09-13,pcs,129
P2163,Bananas (1 Dozen),Fruits & Vegetables,88.38,207.72,S004,Quick Supply India,42,1,2025-07-23,pcs,170
P2261,Dishwashing Liquid (500ml),Home & Kitchen,197.46,383.06,S006,Health Essentials Ltd.,39,9,2027-01-18,kg,239
P1947,Chai Mix (150g),Snacks & Beverages,36.91,48.73,S004,Quick Supply India,28,2,2026-05-12,bottles,426
P1433,Cotton T-shirt (M),Apparel,1302.85,1634.93,S003,Priya Grocers,6,12,2026-01-04,pcs,77
P2477,Casual Shirt (L),Apparel,1992.15,4656.39,S003,Priya Grocers,9,10,2027-04-27,sets,141
P1244,Extension Cord (5m),Electronics,26436.01,52982.37,S004,Quick Supply India,1,18,2024-08-26,units,43
P1481,Kitchen Towels (Roll),Home & Kitchen,596.47,1315.55,S004,Quick Supply India,34,10,2026-07-22,bottles,243
P1073,Protein Powder (Whey 500g),Health & Wellness,427.34,1008.28,S006,Health Essentials Ltd.,2,6,2025-06-13,ml,22
P2081,Shampoo (Anti-dandruff 200ml),Personal Care,88.66,115.75,S005,Apex Foods Pvt. Ltd.,43,4,2026-08-29,packs,485
P1574,Coffee (100g),Grocery & Staples,237.96,378.02,S005,Apex Foods Pvt. Ltd.,7,2,2025-11-22,kg,145
P1819,Protein Powder (Whey 500g),Health & Wellness,394.86,625.73,S001,Indian Wholesale Co.,21,8,2025-11-21,packs,212
P2414,Pressure Cooker (3L),Utensils & Cookware,276.36,671.68,S007,HomeCare Solutions,4,11,2026-02-07,sets,67
P1875,Cotton T-shirt (M),Apparel,1837.25,3394.94,S006,Health Essentials Ltd.,6,15,2027-06-03,pcs,87
P1026,Matchbox (Pack of 10),Home & Kitchen,538.49,1165.62,S008,TechGadgets India,3,9,2025-03-14,pcs,20
P2487,Immunity Booster (Syrup 200ml),Health & Wellness,451.4,864.42,S001,Indian Wholesale Co.,10,7,2027-03-11,g,83
P1649,Ghee (500ml),Grocery & Staples,131.75,180.3,S002,Bharat Distributors,14,6,2026-01-11,packets,325
P1441,Spinach (Bunch),Fruits & Vegetables,85.5,187.62,S007,HomeCare Solutions,49,1,2025-08-17,kg,187
P1677,Potato Chips (Masala 75g),Snacks & Beverages,122.6,219.75,S003,Priya Grocers,67,4,2026-04-14,liters,783
P1873,Mutton Curry Cut (500g),Meat & Seafood,616.71,1044.41,S006,Health Essentials Ltd.,14,1,2025-09-14,g,56
P2443,Paneer (200g),Dairy & Bakery,78.57,187.51,S007,HomeCare Solutions,27,2,2025-08-06,g,144
P1560,Laundry Detergent (1kg),Home & Kitchen,658.41,1214.17,S004,Quick Supply India,6,9,2026-12-30,pcs,53
P1724,Multivitamin Tablets (Bottle 60pcs),Health & Wellness,177.14,364.48,S007,HomeCare Solutions,9,9,2025-08-07,g,76
P1264,Frying Pan (Non-stick),Utensils & Cookware,864.65,1146.97,S002,Bharat Distributors,1,12,2024-09-05,sets,26
P2416,LED Bulb (9W),Electronics,13844.75,30253.18,S004,Quick Supply India,1,13,2025-11-18,units,49
P1738,Apples (1kg),Fruits & Vegetables,22.47,38.28,S001,Indian Wholesale Co.,19,1,2025-07-14,bunches,78
P1771,Socks (Pack of 3),Apparel,1512.59,2405.35,S001,Indian Wholesale Co.,1,13,2026-05-25,sets,28
P2233,Socks (Pack of 3),Apparel,1901.87,3200.06,S004,Quick Supply India,11,22,2025-11-23,sets,133
P1401,Casual Shirt (L),Apparel,1688.87,3866.46,S008,TechGadgets India,7,14,2027-05-05,sets,84
P1278,Multivitamin Tablets (Bottle 60pcs),Health & Wellness,203.74,462.06,S002,Bharat Distributors,1,7,2024-07-12,ml,11
P2270,Socks (Pack of 3),Apparel,1704.7,2384.45,S005,Apex Foods Pvt. Ltd.,9,21,2026-09-05,sets,108
P1713,Lemons (250g),Fruits & Vegetables,98.66,181.2,S008,TechGadgets India,31,1,2025-07-24,kg,141
P1938,Onions (1kg),Fruits & Vegetables,73.78,149.19,S006,Health Essentials Ltd.,42,1,2025-09-17,pcs,160
P2489,Socks (Pack of 3),Apparel,913.82,2131.19,S006,Health Essentials Ltd.,10,23,2027-03-22,sets,138
P1934,Casual Shirt (L),Apparel,1865.66,3165.35,S007,HomeCare Solutions,5,22,2027-03-12,sets,80
P1523,Curd (500g),Dairy & Bakery,147.57,312.52,S002,Bharat Distributors,26,1,2025-08-31,dozens,129
P1546,Sneakers (Size 9),Footwear,475.91,1006.45,S001,Indian Wholesale Co.,3,16,2025-09-14,pcs,49
P1113,Lemons (250g),Fruits & Vegetables,37.26,45.6,S003,Priya Grocers,5,1,2025-06-21,g,23
P2223,Immunity Booster (Syrup 200ml),Health & Wellness,361.94,528.07,S004,Quick Supply India,12,10,2026-09-25,bottles,109
P2133,Basic Headphones,Electronics,4898.36,6293.6,S005,Apex Foods Pvt. Ltd.,1,18,2026-05-27,units,19
P1860,Cheese Slice (10 Pcs Pack),Dairy & Bakery,113.12,161.18,S001,Indian Wholesale Co.,31,1,2025-07-26,dozens,177
P1179,Water Bottle (Steel),Utensils & Cookware,358.83,747.44,S006,Health Essentials Ltd.,2,6,2025-06-27,sets,43
P1178,Fish Fillet (250g),Meat & Seafood,516.11,754.77,S008,TechGadgets India,4,1,2025-06-22,kg,15
P2106,Eggs (6 Pcs),Dairy & Bakery,109.91,221.43,S003,Priya Grocers,35,2,2025-08-02,g,215
P1055,Immunity Booster (Syrup 200ml),Health & Wellness,546.63,1311.2,S003,Priya Grocers,1,6,2024-08-13,pcs,5
P2345,Basmati Rice (5kg),Grocery & Staples,172.21,425.84,S002,Bharat Distributors,41,5,2025-10-02,packets,809
P1543,Paneer (200g),Dairy & Bakery,151.83,221.78,S003,Priya Grocers,28,2,2025-09-21,g,141
P1664,Casual Shirt (L),Apparel,936.35,1675.56,S002,Bharat Distributors,7,13,2026-03-29,pcs,91
P2276,Cotton T-shirt (M),Apparel,591.22,1373.95,S004,Quick Supply India,4,15,2025-10-13,pcs,64
P1555,Jeans (Size 32),Apparel,1554.12,2913.54,S003,Priya Grocers,1,15,2026-11-29,sets,17
P1828,Tomatoes (500g),Fruits & Vegetables,95.08,161.33,S005,Apex Foods Pvt. Ltd.,52,1,2025-08-31,g,180
P1780,Cotton T-shirt (M),Apparel,1530.94,3088.71,S001,Indian Wholesale Co.,1,10,2026-06-03,pcs,10
P1927,Apples (1kg),Fruits & Vegetables,46.91,81.48,S007,HomeCare Solutions,41,1,2025-07-28,g,193
P2289,Biscuits (Atta 100g),Snacks & Beverages,40.69,90.37,S003,Priya Grocers,49,4,2026-10-04,ml,692
P2318,Sneakers (Size 9),Footwear,810.52,1734.65,S003,Priya Grocers,6,24,2026-12-01,pairs,84
P1517,Socks (Pack of 3),Apparel,998.7,2099.62,S004,Quick Supply India,9,24,2026-04-07,pcs,138
